price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,age,renovated
639500.0,4,2.25,2330,8994,2.0,0,0,3,8,2330,0,47.7264,-122.104,2330,8396,32,0
580379.0,4,2.75,2240,27820,1.5,0,0,4,8,2240,0,47.5936,-122.054,2330,20000,42,0
378000.0,2,2.5,1700,2513,2.0,0,0,3,8,1700,0,47.5163,-121.87799999999999,1760,2891,9,0
265000.0,3,2.25,1750,9298,1.0,0,0,4,7,1410,340,47.4579,-122.164,1720,7875,49,0
212000.0,3,1.75,1100,9750,1.0,0,0,4,6,1100,0,47.2955,-122.36200000000001,1100,9900,51,0
400000.0,4,3.0,2320,13068,2.0,0,2,3,8,2320,0,47.3497,-122.31700000000001,2220,25265,20,0
750000.0,4,2.5,2540,6491,2.0,0,0,3,8,2540,0,47.6363,-122.117,1990,8447,21,0
384900.0,5,2.5,3090,12750,1.0,0,0,3,8,1750,1340,47.3408,-122.335,1760,25919,50,0
176000.0,2,1.0,770,5200,1.0,0,0,5,6,770,0,47.3627,-122.087,1150,5330,49,0
350000.0,3,2.75,2370,4632,2.0,0,0,3,7,2370,0,47.3794,-122.022,2290,5012,16,0
168000.0,3,1.0,1200,7210,1.0,0,0,4,6,1200,0,47.3729,-122.18299999999999,1200,7650,41,0
358000.0,4,2.0,2200,3060,1.0,0,0,3,7,1100,1100,47.565,-122.28399999999999,1410,5100,110,1
580000.0,3,2.75,2660,32757,1.0,0,0,4,8,2660,0,47.7649,-122.098,2720,35191,43,0
442500.0,3,1.75,1600,10280,1.0,0,0,3,7,1050,550,47.725,-122.17399999999999,1590,8100,41,0
515000.0,2,2.5,1330,1249,3.0,0,0,3,8,1330,0,47.6668,-122.285,1430,1328,14,0
554000.0,5,2.5,3440,12900,1.0,0,2,4,8,1720,1720,47.4426,-122.34200000000001,2100,10751,60,0
659000.0,3,2.5,2510,6320,2.0,0,0,3,9,2510,0,47.5868,-122.03299999999999,2518,5819,22,0
414999.0,4,2.5,2150,10098,1.0,0,0,3,7,1090,1060,47.7166,-122.20100000000001,1880,10000,55,0
275000.0,3,1.5,1180,10277,1.0,0,0,3,6,1180,0,47.488,-121.787,1680,11104,35,0
193000.0,2,1.0,680,8640,1.0,0,0,4,5,680,0,47.4559,-122.289,1320,13140,67,0
525000.0,4,2.5,2840,4750,2.0,0,0,3,9,2840,0,47.4511,-122.12100000000001,2460,4750,16,0
424000.0,3,2.5,1820,7500,2.0,0,0,3,8,1820,0,47.7155,-122.104,2040,8304,33,0
455000.0,2,1.0,1070,5150,1.0,0,0,4,6,870,200,47.6853,-122.366,1520,3860,110,0
463000.0,2,1.0,1250,5650,2.0,0,1,4,7,1250,0,47.5495,-122.37700000000001,1210,5650,75,0
1100000.0,4,2.5,2190,6300,1.0,0,3,3,7,1240,950,47.6918,-122.21600000000001,2730,14659,58,0
523000.0,3,1.75,3000,5413,2.0,0,0,4,8,1900,1100,47.6962,-122.31200000000001,1550,5413,55,0
615000.0,4,1.75,2270,9830,1.0,0,0,4,8,2270,0,47.5999,-122.176,2540,11990,59,0
1520000.0,4,4.0,4500,11795,2.0,0,0,3,12,4500,0,47.5533,-122.098,3930,11576,27,0
870000.0,5,4.0,3400,5000,2.0,0,0,3,8,2320,1080,47.6655,-122.363,1910,5000,118,1
710000.0,3,2.5,2830,9680,2.0,0,0,3,10,2830,0,47.6249,-122.024,2970,8691,27,0
215000.0,3,1.0,960,9563,1.0,0,0,5,7,960,0,47.2864,-122.35700000000001,1280,9600,51,0
590000.0,2,1.0,1530,6450,1.0,0,0,4,7,1530,0,47.6833,-122.398,1530,5000,98,0
323000.0,5,2.5,2500,13034,1.0,0,0,3,7,1300,1200,47.3343,-122.194,2440,13300,56,0
279000.0,4,2.0,1560,7569,1.5,0,0,4,7,1560,0,47.4496,-122.155,1480,8755,52,0
535100.0,3,2.25,2070,7207,1.0,0,0,3,8,1720,350,47.7735,-122.37100000000001,2350,7980,45,0
830000.0,5,2.25,2710,19800,1.0,0,0,5,9,1910,800,47.5958,-122.175,2120,16400,59,0
815000.0,4,2.5,3150,4203,2.0,0,0,3,9,3150,0,47.688,-122.164,3150,5169,16,0
535900.0,3,2.25,1880,10880,1.0,0,0,3,8,1480,400,47.5937,-122.116,2120,10240,43,0
230000.0,3,1.0,1250,8800,1.0,0,0,3,7,1250,0,47.497,-122.35700000000001,1480,8200,63,0
325500.0,4,1.75,2290,8142,1.0,0,0,4,7,1490,800,47.4564,-122.211,1840,8142,49,0
359000.0,3,2.25,1990,4331,2.0,0,0,3,7,1990,0,47.4917,-122.167,1690,3688,21,0
505000.0,3,2.5,2100,5824,2.0,0,2,3,8,2100,0,47.5334,-121.867,1890,4140,19,0
253905.0,3,1.0,940,8400,1.0,0,0,5,7,940,0,47.5112,-122.167,950,8400,60,0
369950.0,3,1.75,1640,4860,1.0,0,0,3,8,1200,440,47.7125,-122.32,1480,7200,53,0
350000.0,3,2.25,1860,8378,2.0,0,0,3,7,1860,0,47.3875,-122.03200000000001,1870,8378,23,0
650000.0,4,2.25,2100,2500,3.0,0,0,3,8,2100,0,47.6726,-122.29799999999999,1660,4000,17,0
295000.0,3,1.75,1500,15246,1.0,0,0,3,6,1500,0,47.4367,-122.463,1500,16988,93,1
620000.0,3,1.75,1680,28046,1.0,0,3,3,8,1180,500,47.7648,-122.37,2190,26308,70,0
2000000.0,2,2.5,3900,920423,2.0,0,0,3,12,3900,0,47.5371,-121.756,2720,411962,9,0
246000.0,3,1.0,1400,7410,1.0,0,0,3,6,1400,0,47.4798,-122.34299999999999,1070,7410,74,0
430000.0,3,2.75,2600,12860,1.0,0,0,3,7,1350,1250,47.695,-121.91799999999999,2260,12954,53,0
509990.0,3,2.0,1440,4859,2.0,0,0,2,6,1440,0,47.5503,-122.285,1360,4558,97,0
490000.0,4,1.75,1870,9500,1.0,0,0,4,7,1090,780,47.7012,-122.18700000000001,2010,10000,56,0
385000.0,4,2.75,2960,10454,1.0,0,1,3,8,2360,600,47.4006,-122.322,1870,10500,39,0
769000.0,4,2.5,2440,6733,2.0,0,0,3,9,2440,0,47.6374,-122.064,2570,6496,19,0
185000.0,2,1.0,1122,9100,1.0,0,0,4,6,1122,0,47.328,-122.34100000000001,840,9344,58,0
303500.0,3,1.5,1060,10464,1.0,0,0,4,7,1060,0,47.7313,-122.229,1420,10464,45,0
468000.0,4,2.5,2150,8165,1.0,0,0,3,8,1430,720,47.773,-122.37100000000001,2360,7980,61,0
449950.0,4,2.5,3100,10000,2.0,0,0,3,9,3100,0,47.3741,-122.15,1850,9438,40,0
235000.0,2,1.5,880,1805,2.0,0,0,3,7,880,0,47.7064,-122.34200000000001,880,5060,19,0
520000.0,4,2.5,2490,34947,2.0,0,0,3,9,2150,340,47.4823,-122.031,2490,39639,33,0
203000.0,2,1.0,1080,9067,1.0,0,0,3,6,1080,0,47.4815,-122.331,1080,6647,67,0
657000.0,5,2.5,2530,10190,1.0,0,0,4,7,1290,1240,47.61600000000001,-122.115,2040,8560,58,0
275000.0,3,1.0,1200,7800,1.0,0,0,4,7,1200,0,47.5196,-122.37100000000001,1230,7070,64,0
540000.0,4,2.25,2850,7453,2.0,0,0,3,9,2850,0,47.7439,-122.17399999999999,2700,8468,27,0
455000.0,4,2.5,2950,4502,2.0,0,0,3,7,2950,0,47.5002,-122.15100000000001,2360,4502,13,0
458500.0,2,1.75,1160,6828,1.0,0,0,3,7,860,300,47.6937,-122.29799999999999,1250,6828,77,0
549900.0,4,3.5,3420,4751,2.0,0,0,3,10,3420,0,47.4734,-122.193,3490,5700,15,0
750000.0,3,1.75,2240,10578,2.0,0,0,5,8,1550,690,47.6954,-122.292,1570,10578,95,0
235000.0,4,1.75,1450,8891,1.5,0,0,3,7,1180,270,47.478,-122.27799999999999,1450,9013,56,0
286000.0,4,2.5,1820,7930,2.0,0,0,5,7,1820,0,47.358999999999995,-122.05,1490,7930,29,0
2650000.0,4,3.5,4700,13730,2.0,0,3,3,11,3500,1200,47.6899,-122.21700000000001,3210,15306,60,1
602000.0,4,1.75,2430,14000,1.0,0,0,4,7,1580,850,47.6554,-122.134,1910,8285,55,0
640000.0,3,1.5,1960,4080,1.5,0,0,3,7,1960,0,47.6768,-122.31,1880,4080,103,0
267000.0,3,1.75,1440,10920,1.0,0,0,4,8,1440,0,47.3812,-122.16799999999999,1720,8260,41,0
712000.0,4,2.5,2730,4385,2.0,0,0,3,8,2730,0,47.5975,-122.038,2670,4644,17,0
244500.0,2,1.0,910,9000,1.0,0,0,3,5,910,0,47.526,-121.81,1290,9000,95,0
301000.0,2,1.0,910,9000,1.0,0,0,3,5,910,0,47.526,-121.81,1290,9000,95,0
990000.0,4,2.5,2430,6325,2.0,0,0,4,8,2020,410,47.6413,-122.354,2340,4375,99,0
739999.0,4,2.75,3350,6500,2.0,0,0,3,10,3350,0,47.5838,-122.027,2960,6970,19,0
480000.0,4,1.75,2320,4322,1.0,0,0,3,7,1140,1180,47.5755,-122.289,1820,4322,108,0
305000.0,3,2.5,1260,1622,3.0,0,0,3,8,1260,0,47.7325,-122.34299999999999,1340,1188,9,0
703300.0,3,2.0,1980,3525,1.5,0,0,4,8,1590,390,47.6847,-122.368,1760,3760,86,0
265000.0,4,1.5,1580,8468,2.0,0,0,4,7,1580,0,47.3336,-122.281,1580,8260,47,0
600000.0,4,2.5,2710,35009,2.0,0,2,3,9,2710,0,47.4815,-121.714,2330,35040,26,0
253000.0,3,1.0,1400,9750,1.0,0,0,3,7,1400,0,47.3862,-122.304,1640,8050,50,1
617950.0,4,2.5,2410,7950,2.0,0,0,3,8,2410,0,47.7185,-122.226,1920,7713,21,0
385000.0,4,3.25,1790,2460,2.0,0,0,4,7,1100,690,47.534,-122.346,1260,4040,18,0
319000.0,3,2.0,1640,9234,1.0,0,0,5,7,1060,580,47.5162,-122.274,2230,10354,51,0
696000.0,3,2.5,1670,8023,1.0,0,0,5,7,1170,500,47.615,-122.117,1960,8964,58,0
345000.0,2,1.0,970,5750,1.0,0,0,4,6,970,0,47.5518,-122.37,1650,8625,86,0
380000.0,3,2.5,1610,1778,3.0,0,0,3,7,1610,0,47.6902,-122.306,1120,2187,16,0
647500.0,4,1.75,2060,26036,1.0,0,0,4,8,1160,900,47.4444,-122.351,2590,21891,71,0
725000.0,3,2.5,3570,35271,2.0,0,0,3,9,3570,0,47.4782,-122.035,3510,37194,21,0
269950.0,3,1.75,1400,7735,1.0,0,0,4,7,1400,0,47.357,-122.04,1530,7754,29,0
875000.0,4,2.5,3470,32109,2.0,0,0,3,10,3470,0,47.7311,-122.036,3800,35181,23,0
299950.0,3,1.0,1210,9525,1.0,0,0,3,7,1210,0,47.5274,-122.345,1680,7620,63,0
1880000.0,4,3.25,3930,10929,2.0,0,0,3,10,3930,0,47.6259,-122.194,1780,9999,12,0
430000.0,2,1.0,990,4802,1.0,0,0,3,7,990,0,47.6876,-122.395,1180,5000,71,0
495000.0,5,2.5,2200,4942,2.0,0,0,3,8,2200,0,47.5772,-122.001,2200,5924,29,0
275000.0,3,1.5,1510,16200,1.0,0,0,3,7,1510,0,47.3926,-122.167,1650,13950,48,0
333000.0,3,1.0,1620,5040,1.0,0,0,3,7,1120,500,47.5263,-122.286,1790,6178,54,0
247000.0,3,2.25,1580,7941,2.0,0,0,4,7,1580,0,47.2843,-122.35700000000001,1730,8051,32,0
204555.0,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,47.2737,-122.15299999999999,2400,21715,35,0
432000.0,3,2.0,2190,13673,1.0,0,0,4,9,2190,0,47.3542,-122.098,2770,13804,24,0
175000.0,3,1.75,1230,13056,1.0,0,0,4,7,1230,0,47.3171,-122.279,1690,15750,56,0
556300.0,4,2.5,2030,7140,1.0,0,0,4,7,1400,630,47.6244,-122.109,1800,7565,50,0
286000.0,2,1.0,780,3475,1.0,0,0,4,5,780,0,47.4944,-121.789,1210,6769,88,0
320000.0,2,1.5,1110,1200,3.0,0,0,3,8,1110,0,47.6931,-122.34200000000001,1110,1363,18,0
815000.0,3,2.5,2790,53143,2.0,0,0,4,9,2790,0,47.7687,-122.036,2740,47916,27,0
385000.0,4,1.75,1660,10757,1.0,0,0,3,7,1000,660,47.5071,-122.194,1880,8319,38,0
1040000.0,4,1.0,3410,5000,2.0,0,0,5,8,2190,1220,47.5807,-122.291,2550,5000,108,0
350000.0,4,2.25,2390,13002,2.0,0,0,3,8,2390,0,47.3111,-122.35,2450,11200,31,0
277000.0,4,2.5,1850,5880,2.0,0,0,3,8,1850,0,47.3322,-122.17299999999999,2370,6500,20,0
415000.0,6,2.0,2500,5200,1.0,0,0,3,8,1250,1250,47.5517,-122.26799999999999,1800,5200,52,0
295000.0,3,1.0,1000,8320,1.0,0,0,5,6,1000,0,47.7548,-122.316,1090,8450,67,0
969000.0,4,2.0,2450,5000,2.0,0,4,5,8,2200,250,47.5619,-122.405,2360,6090,99,0
339888.0,4,1.75,1440,6144,1.0,0,0,5,6,720,720,47.5257,-122.35700000000001,960,5160,71,0
269950.0,3,2.25,1660,7003,2.0,0,0,3,7,1660,0,47.3599,-122.18799999999999,1840,6680,22,0
1190000.0,3,2.5,2510,4600,2.0,0,2,3,10,2510,0,47.7051,-122.223,2560,7500,12,0
780000.0,4,2.5,3090,12511,2.0,0,0,4,10,3090,0,47.5932,-121.98299999999999,3100,10882,20,0
198000.0,3,1.0,860,5185,1.0,0,0,4,6,860,0,47.3634,-122.086,1120,5494,50,0
350000.0,2,1.0,1220,28703,1.0,0,0,4,7,1220,0,47.4952,-122.17200000000001,2740,6720,65,0
350000.0,3,1.0,1010,7680,1.0,0,0,4,7,1010,0,47.732,-122.23100000000001,1320,7373,51,0
319000.0,4,2.25,2390,7350,2.0,0,0,3,8,2390,0,47.2938,-122.348,2390,7350,28,0
311000.0,4,2.25,3340,8000,2.0,0,0,4,8,3340,0,47.317,-122.385,2230,8000,45,0
394000.0,5,3.25,3620,4650,2.0,0,0,3,8,2790,830,47.3552,-122.02600000000001,2850,4650,14,0
1340000.0,5,2.25,4200,5800,2.5,0,0,4,9,2910,1290,47.6284,-122.31200000000001,3060,5800,112,0
2700000.0,5,2.75,3831,13800,2.0,1,4,3,9,3831,0,47.5919,-122.251,3850,36563,59,1
396000.0,3,1.0,1980,9540,1.0,0,0,3,7,1080,900,47.7551,-122.353,1680,9529,69,0
809000.0,4,1.75,1790,8372,1.0,0,0,4,8,1340,450,47.6605,-122.189,2180,10500,42,0
480000.0,3,2.0,1580,7400,1.0,0,0,3,7,1050,530,47.6715,-122.162,1560,7458,41,0
535000.0,6,1.75,2460,6000,1.0,0,0,4,7,1230,1230,47.6721,-122.323,1560,4275,105,0
425000.0,5,2.75,2110,5120,2.0,0,0,3,7,1870,240,47.5294,-122.35700000000001,1580,5120,71,1
408000.0,3,2.5,1470,1204,3.0,0,0,3,8,1470,0,47.6998,-122.366,1460,1245,12,0
1260000.0,4,2.5,3510,13100,2.0,0,0,4,10,3510,0,47.5306,-122.227,3230,12745,52,0
310000.0,1,0.75,520,2885,1.0,0,0,4,6,520,0,47.6886,-122.37799999999999,980,4241,71,0
292000.0,3,2.5,1950,7421,2.0,0,0,3,8,1950,0,47.3842,-122.036,2200,4668,22,0
217000.0,2,1.0,770,9715,1.0,0,0,4,6,770,0,47.4924,-122.31200000000001,1140,9715,76,0
398500.0,4,2.5,2250,6064,2.0,0,0,3,8,2250,0,47.4956,-122.17399999999999,1520,7840,13,0
2250000.0,3,3.0,4040,7200,1.5,0,2,4,9,3340,700,47.6288,-122.28399999999999,3450,10800,88,0
700000.0,4,1.75,2360,6000,1.0,0,0,3,7,1280,1080,47.6465,-122.35700000000001,1700,3460,63,0
585000.0,4,2.5,2330,45860,2.0,0,0,3,9,2330,0,47.5842,-121.992,2930,5020,29,0
399950.0,3,1.0,1720,8910,1.0,0,0,4,7,1720,0,47.7736,-122.296,1870,8640,64,0
235000.0,3,1.75,1900,8540,1.0,0,0,3,6,950,950,47.4868,-122.303,1370,10204,38,0
212000.0,3,1.0,1040,6800,1.0,0,0,5,6,1040,0,47.492,-122.22399999999999,1430,6080,67,0
310000.0,3,2.0,2070,9195,1.0,0,0,3,8,1220,850,47.6491,-122.061,2080,9551,36,0
539000.0,3,2.0,2070,9195,1.0,0,0,3,8,1220,850,47.6491,-122.061,2080,9551,36,0
390000.0,3,3.0,1550,1608,2.0,0,0,3,8,1280,270,47.6042,-122.303,1940,1883,17,0
560000.0,3,2.5,2020,11935,1.0,0,0,4,9,2020,0,47.632,-122.09200000000001,2410,12350,42,0
800000.0,5,2.5,3320,9024,2.0,0,0,3,9,3320,0,47.5865,-122.056,3320,7665,19,0
1900000.0,4,3.25,4130,112521,2.0,0,0,3,11,4130,0,47.6392,-122.165,3140,26147,40,0
472000.0,5,2.0,2030,9804,1.0,0,0,3,7,1110,920,47.6297,-122.11399999999999,1930,7990,55,0
502550.0,3,1.75,1770,7875,1.0,0,0,4,7,1170,600,47.606,-122.125,1670,8000,60,0
830000.0,4,3.25,3330,7809,2.0,0,0,3,9,3330,0,47.5977,-121.976,3100,6465,14,0
224950.0,4,2.5,2260,9686,1.0,0,0,4,7,1520,740,47.286,-122.21799999999999,1750,9916,53,0
375000.0,3,2.5,1950,6871,2.0,0,0,3,8,1950,0,47.7603,-122.307,1950,7663,21,0
645000.0,3,2.5,2930,19900,1.5,0,0,3,9,2930,0,47.7234,-122.066,3160,20492,35,0
599000.0,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,47.6744,-122.353,2040,5000,92,0
515000.0,4,2.5,2980,12534,2.0,0,0,3,9,2980,0,47.3999,-122.211,2630,12534,22,0
135000.0,2,1.0,780,6685,1.0,0,0,4,5,780,0,47.305,-122.215,880,6695,70,0
485000.0,3,2.5,1650,4218,2.0,0,0,3,8,1650,0,47.5998,-122.016,1650,4559,18,0
890000.0,3,3.25,4030,12765,2.0,0,0,4,9,2800,1230,47.6331,-122.166,2670,13447,43,0
215000.0,3,1.0,1010,10125,1.0,0,0,4,7,1010,0,47.3423,-122.088,1230,10125,46,0
299500.0,3,1.0,1190,9600,1.0,0,0,3,7,1190,0,47.4805,-121.762,1360,10140,37,0
800000.0,2,1.0,1050,8750,1.0,0,0,4,7,1050,0,47.6294,-122.215,3360,20115,67,0
275000.0,3,2.5,1560,4244,2.0,0,0,3,7,1560,0,47.3834,-122.027,1670,4251,16,0
256400.0,3,1.5,1490,7800,1.0,0,0,3,7,1010,480,47.3431,-122.304,1570,7800,55,0
310000.0,2,1.0,770,8149,1.0,0,0,4,6,770,0,47.7439,-122.301,820,8149,70,0
385000.0,1,1.0,620,5100,1.0,0,0,3,6,620,0,47.5699,-122.287,1540,2676,64,0
203000.0,3,1.5,1200,9120,1.0,0,0,3,7,1000,200,47.4545,-122.18700000000001,1640,9200,55,0
285000.0,4,2.0,2120,6865,1.0,0,0,3,7,1060,1060,47.7775,-122.337,1460,7780,64,0
473975.0,3,2.5,2330,3610,2.0,0,0,3,8,2330,0,47.6022,-122.021,1830,2948,19,0
320000.0,3,1.75,2000,9760,1.0,0,0,4,8,1400,600,47.4417,-122.134,1890,8089,40,0
599000.0,5,2.75,2820,4608,1.0,0,0,3,7,1450,1370,47.6886,-122.361,1620,3840,51,0
580000.0,3,2.0,2040,4800,1.0,0,0,4,7,1020,1020,47.5561,-122.37700000000001,1640,4800,93,0
269500.0,4,2.25,1700,7056,2.0,0,0,3,7,1700,0,47.3385,-122.262,1650,6025,19,0
274000.0,2,1.0,820,6200,1.0,0,0,4,6,820,0,47.4163,-122.34,1410,14000,64,0
347000.0,2,1.75,1315,2162,2.0,0,0,4,8,1315,0,47.751999999999995,-122.25299999999999,1640,2128,44,0
270000.0,3,1.75,1390,10905,1.0,0,0,3,6,860,530,47.5517,-122.36,1390,10839,61,0
1430000.0,3,2.0,1890,12017,1.0,0,2,3,8,1890,0,47.6203,-122.21,2000,12210,69,0
220000.0,3,1.75,1460,7226,1.0,0,0,3,7,1460,0,47.3839,-122.321,1760,7226,25,0
243000.0,3,1.0,1480,15416,1.0,0,2,4,8,1480,0,47.2142,-121.98700000000001,1190,10758,63,0
457500.0,3,1.75,1840,4030,1.0,0,0,5,7,1050,790,47.5549,-122.311,1840,5040,93,0
340000.0,2,1.75,1880,7208,1.0,0,0,3,7,940,940,47.6946,-122.32799999999999,1880,8051,67,0
657500.0,4,1.5,1910,5000,1.5,0,0,3,7,1610,300,47.6597,-122.29,2170,5000,106,0
332500.0,4,2.5,2220,4720,2.0,0,0,3,7,2220,0,47.3541,-122.024,2090,4717,20,0
340000.0,3,2.0,1410,10015,1.0,0,3,3,6,1410,0,47.4948,-121.77600000000001,1570,10485,25,0
350000.0,4,3.0,3380,16133,1.0,0,1,3,8,2330,1050,47.5501,-122.26100000000001,2500,11100,59,0
428000.0,4,2.5,1950,5602,1.0,0,0,5,7,1120,830,47.5437,-122.291,2000,6050,52,0
515055.0,4,2.5,2400,8320,2.0,0,0,3,8,2400,0,47.4808,-121.781,2430,9258,19,0
450000.0,3,1.75,1560,8968,1.0,0,0,4,8,1560,0,47.6243,-122.1,1990,8034,46,0
190000.0,3,1.0,1040,8910,1.0,0,0,3,6,1040,0,47.5024,-122.32,1330,9720,75,0
1000000.0,4,2.75,3090,16538,3.0,0,0,4,8,2590,500,47.5803,-122.40299999999999,1500,5130,99,1
299000.0,3,2.5,1850,4600,2.0,0,0,3,7,1850,0,47.4661,-122.145,2160,4751,13,0
508000.0,2,1.0,1200,2500,2.0,0,2,3,7,1090,110,47.6304,-122.301,2690,4800,91,0
294000.0,4,2.25,2190,3746,2.0,0,0,3,8,2190,0,47.3896,-122.03399999999999,2200,3591,13,0
320000.0,2,1.0,1380,5820,1.0,0,0,3,7,1380,0,47.6875,-122.39200000000001,1540,4076,100,1
641000.0,5,2.75,3710,8674,2.0,0,0,3,9,3710,0,47.513999999999996,-122.176,3250,8678,22,0
675000.0,3,2.5,2320,98445,1.0,0,0,4,8,1380,940,47.7323,-122.116,2830,54014,40,0
255000.0,3,1.5,1110,10296,1.0,0,0,5,7,1110,0,47.422,-122.15299999999999,1330,10296,54,0
286651.0,3,2.5,1830,4997,2.0,0,0,3,7,1830,0,47.3035,-122.28299999999999,2488,4998,14,0
607500.0,4,2.5,2460,45738,1.0,0,0,4,8,1650,810,47.5952,-122.056,2550,32040,49,0
765000.0,3,1.0,1270,6500,1.0,0,0,4,7,1270,0,47.6874,-122.214,2260,7200,62,0
334950.0,4,1.75,1700,40973,1.0,0,0,3,8,1700,0,47.3439,-122.198,2760,40973,57,0
426000.0,3,1.0,1130,9147,1.0,0,0,5,7,1130,0,47.7006,-122.197,1930,9906,66,0
775000.0,3,1.75,1640,18730,1.5,0,0,4,7,1640,0,47.5975,-122.196,1670,12154,72,0
343000.0,2,1.5,1040,8526,1.0,0,0,5,6,1040,0,47.7349,-122.295,1310,8504,65,0
470101.0,4,2.5,2320,7800,2.0,0,0,3,8,2320,0,47.7738,-122.266,2090,5721,32,0
195000.0,3,1.5,1200,7800,1.0,0,0,4,7,1200,0,47.3137,-122.212,1390,8415,60,0
772500.0,4,1.0,1720,4410,1.5,0,2,3,7,1720,0,47.6791,-122.402,2140,4500,90,0
450000.0,3,1.5,2330,11740,1.0,0,0,3,8,1330,1000,47.7481,-122.292,2630,11740,64,0
1440000.0,4,3.75,4410,9231,3.0,0,3,3,11,4410,0,47.5427,-122.265,2160,6600,17,0
525000.0,4,1.75,1650,8560,1.0,0,0,3,8,1650,0,47.6652,-122.146,1700,8560,48,0
280000.0,3,1.5,1370,11400,2.0,0,0,3,7,1370,0,47.4477,-121.77,1390,9600,38,0
270000.0,3,2.5,1770,8640,1.0,0,0,3,7,1420,350,47.326,-122.273,1894,7974,32,0
406100.0,3,2.25,1410,1332,3.0,0,0,3,8,1410,0,47.6916,-122.34,1430,1448,13,0
332544.0,2,1.75,1710,4187,1.0,0,0,3,7,1710,0,47.4732,-122.18799999999999,1760,4084,31,0
110000.0,2,1.0,790,8250,1.0,0,0,3,6,790,0,47.4523,-122.286,900,8250,71,0
685000.0,6,2.25,2770,5854,1.5,0,0,3,8,2120,650,47.6466,-122.304,2300,5450,97,0
461000.0,4,1.0,1260,8505,1.5,0,0,5,7,1260,0,47.7181,-122.37100000000001,1480,8100,67,0
615000.0,3,2.25,2300,8067,1.0,0,0,4,8,1300,1000,47.7091,-122.198,2120,9524,39,0
550000.0,2,1.0,1070,3000,1.0,0,0,4,7,870,200,47.6828,-122.353,1890,3300,92,0
1060000.0,4,3.5,3850,8100,2.0,0,1,3,11,2430,1420,47.6855,-122.19,2620,9346,23,0
685000.0,3,2.5,2320,219978,2.0,0,0,4,8,2320,0,47.6847,-122.064,2340,88862,25,0
1560000.0,5,2.5,2870,16238,2.0,0,0,4,8,2870,0,47.6308,-122.238,2870,16238,56,0
312000.0,4,2.5,1830,5175,2.0,0,0,3,7,1830,0,47.3565,-122.016,1830,5175,15,0
507500.0,3,1.75,1990,9594,1.0,0,0,3,8,1190,800,47.6617,-122.137,1930,9765,41,0
217000.0,3,1.0,1110,9827,1.0,0,0,3,7,1110,0,47.369,-122.311,1540,10187,52,0
439000.0,3,2.25,1830,13477,1.0,0,3,4,7,1170,660,47.7243,-122.21,1960,11344,37,0
620000.0,6,3.5,3600,6875,2.0,0,0,3,8,2740,860,47.5401,-121.87899999999999,3150,6663,14,0
915000.0,4,2.5,3210,8532,2.0,0,0,3,10,3210,0,47.625,-122.14399999999999,2950,6753,20,0
425000.0,4,2.0,1490,5300,1.0,0,0,3,7,1110,380,47.5949,-122.296,1330,1499,41,0
435000.0,2,1.0,990,5643,1.0,0,0,3,7,870,120,47.6802,-122.29799999999999,1280,5700,71,0
305000.0,3,2.25,1646,12414,2.0,0,0,3,7,1646,0,47.363,-122.035,1654,8734,22,0
276000.0,2,1.0,720,4000,1.0,0,0,3,6,720,0,47.5346,-122.353,1630,4000,100,0
327500.0,3,2.25,2310,7200,2.0,0,0,3,8,2310,0,47.4051,-122.193,1960,7201,28,0
810000.0,3,2.5,2670,10481,2.0,0,0,3,9,2670,0,47.6673,-122.176,2620,8895,15,0
715000.0,3,3.25,3060,9055,2.0,0,0,3,10,2460,600,47.6971,-122.101,2990,9598,24,0
272000.0,3,1.5,1380,11760,1.0,0,0,4,7,1380,0,47.4243,-122.20200000000001,1650,9855,55,0
266000.0,2,1.0,700,5559,1.0,0,0,5,6,700,0,47.7492,-122.311,1230,8100,69,0
543000.0,3,1.5,1710,8364,2.0,0,2,3,7,1710,0,47.5175,-122.39299999999999,2430,9040,74,0
400000.0,3,2.5,1450,8064,1.0,0,0,3,8,1450,0,47.6256,-122.037,1710,9554,34,0
509500.0,5,2.25,2060,9000,1.0,0,0,4,7,1320,740,47.6122,-122.137,2050,8800,57,0
495000.0,3,3.5,2380,6250,2.0,0,3,3,8,1670,710,47.5137,-122.25200000000001,2540,4010,21,0
424950.0,4,2.5,2760,5564,2.0,0,0,3,7,2760,0,47.4814,-122.189,2670,5626,17,0
230000.0,3,1.0,940,10875,1.0,0,0,3,7,940,0,47.5121,-122.16799999999999,1250,11200,61,0
235000.0,4,1.5,1760,6150,1.5,0,0,3,7,1760,0,47.3871,-122.22399999999999,1760,8276,67,0
763000.0,3,2.0,1360,8752,1.0,0,2,4,6,1360,0,47.6879,-122.208,2530,7680,76,0
350000.0,3,1.75,2010,6150,2.0,0,0,5,7,2010,0,47.4975,-122.23100000000001,1770,7380,79,0
900000.0,3,1.5,2160,2260,2.0,0,2,5,8,1620,540,47.6321,-122.37100000000001,2570,2400,101,0
250000.0,3,1.0,930,6060,1.0,0,0,4,6,930,0,47.5289,-122.28,1640,6364,45,0
